# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jan  7 20:13:51 2025
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbper > 1
# CONSTRAINT:  and pl_orbsmax > 0.01
# CONSTRAINT:  and pl_rade > 2
# CONSTRAINT:  and pl_masse > 1)
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
#
pl_orbper	pl_orbsmax	pl_rade	pl_masse
4.88549220	0.063240	18.484	143.97699
3.73543300	0.050000	22.261	143.97699
2.31064400	0.034280	8.597	144.92975
3.95019070	0.055400	19.279	144.93048
4.03791560	0.049500	14.079	145.88397
1.74978350	0.027130	14.235	145.88397
1.74977980	0.027200	14.240	146.20000
23.62400000	0.163000	7.230	147.15455
1.26523280	0.015900	11.545	147.15455
4.03789620	0.049470	15.558	148.42000
4.03789620	0.050040	13.249	149.38010
5.47743300	0.069400	17.598	149.38010
4.54216875	0.058850	15.793	150.96925
4.35301100	0.053620	15.569	151.59900
3.73548450	0.051250	21.656	151.60491
3.40590960	0.046590	17.363	151.91600
4.03789620	0.049630	15.558	151.92274
3.40590900	0.046570	17.228	151.92274
3.42526020	0.045300	13.450	152.55000
5.20851000	0.059000	10.705	152.87623
3.36100239	0.042170	13.720	153.51189
5.20851000	0.060300	10.705	153.82972
2.45523390	0.029870	10.761	153.82972
3.36100208	0.041400	13.787	154.14755
3.73543800	0.051300	19.582	154.46538
3.73543800	0.051500	22.317	154.46538
3.72247470	0.043500	11.265	154.77700
3.40588600	0.046630	17.363	155.41887
7.89144830	0.081300	12.890	155.73670
3.42526020	0.045400	13.451	155.73670
3.73544170	0.051000	19.500	156.00000
2.78865560	0.032742	9.909	156.05375
3.72247967	0.043750	11.097	156.37236
4.46312900	0.057700	14.392	156.68400
1.85555880	0.028950	9.550	156.69019
3.55392771	0.051600	20.602	157.00802
9.17080000	0.091600	12.207	157.32585
3.58572200	0.050570	15.805	157.96151
3.55392771	0.051590	20.602	158.27934
4.98168720	0.054800	12.106	158.90800
3.58572200	0.050600	15.800	158.91000
1047.83560000	2.026000	9.180	158.91500
2.45524122	0.029540	11.198	158.91500
4.98168720	0.054800	11.915	159.23283
4.11177710	0.046320	16.477	159.55066
3.36100600	0.042100	13.720	160.00000
2.45523900	0.030000	10.760	160.49700
4.30500110	0.053110	9.640	160.50415
3.07172200	0.039570	17.710	161.45764
4.35301100	0.055700	17.127	162.72896
3.73548450	0.051510	22.317	162.72896
4.30500110	0.053100	9.640	163.35800
4.04604350	0.054530	16.141	163.36462
4.20474000	0.052600	14.120	165.26000
3.46787960	0.047900	13.608	165.27077
4.04604070	0.054500	15.625	165.27160
3.57878087	0.045020	10.761	165.90726
4.46529340	0.055350	13.641	166.54292
1.26523248	0.016480	11.870	166.85991
4.46529976	0.055610	14.785	166.86075
4.46529976	0.055300	13.922	166.86075
4.35301100	0.055800	17.127	166.86075
3.31284600	0.044910	10.862	167.17858
2.60545520	0.039510	21.185	167.49641
4.98168190	0.056100	12.576	167.49641
5.35227000	0.061800	13.115	168.13207
4.46529680	0.055610	14.785	168.13207
4.46529000	0.055100	15.244	168.44990
4.63703800	0.061100	16.814	168.44990
4.01610000	0.047000	11.209	168.44990
4.01448400	0.047000	11.265	168.44990
3.72246500	0.043000	10.200	168.44990
138.31700000	0.652000	6.180	169.00000
4.46543000	0.055300	13.922	169.08556
3.72247930	0.043760	11.097	169.08556
10.33852300	0.088200	11.321	169.71000
5.35227000	0.061800	13.110	170.03200
2.93028900	0.034000	11.900	170.40000
10.33852300	0.088200	11.321	170.67471
3.06785234	0.034400	11.198	170.99254
4.01444790	0.046510	12.072	171.62820
3.06785952	0.034270	10.671	171.62820
3.75206560	0.049900	16.010	172.00000
3.75209748	0.049900	16.006	172.26386
3.04404990	0.040570	13.585	172.58169
8.40711500	0.085400	13.451	174.48780
4.01610000	0.046890	11.781	174.79900
1.85555800	0.030000	9.980	174.80000
3.10000000	0.034000	10.650	174.80000
4.01444770	0.046760	11.332	174.80650
3.84040100	0.053800	15.468	174.80650
3.75210000	0.049900	15.457	175.12433
3.06785040	0.034600	10.671	176.07000
2.60544751	0.040420	18.058	176.07694
3.65251450	0.047000	15.558	176.07694
2.61586400	0.036470	11.119	176.39565
1.85555820	0.031010	14.460	177.98000
4.95400000	0.064310	19.055	177.98000
2.74390040	0.036490	11.960	177.98480
1.85555770	0.023960	11.657	177.98480
3.52249905	0.048350	15.906	177.98480
3.53269000	0.046800	12.554	177.98480
4.30500400	0.055480	13.731	177.98480
5.61141180	0.068100	14.617	178.30263
2.61586400	0.036800	11.164	179.56600
1.85555820	0.030970	14.460	179.89178
2.61586178	0.036800	11.131	179.89178
2.61585700	0.036840	11.018	179.89178
3.65283600	0.046600	13.339	180.20200
3.65283600	0.046590	13.339	180.20961
4.41195300	0.056720	15.581	180.52744
3.65281514	0.046600	12.722	180.84527
3.54387000	0.050950	17.609	180.84527
21.40239000	0.165200	9.800	181.00000
4.46563300	0.053300	14.572	181.15500
4.41195300	0.056700	15.581	181.15500
3.10138600	0.041620	13.899	181.16310
5.18170000	0.062700	14.908	181.16310
3.53273130	0.047000	12.980	181.16310
4.95400000	0.064380	19.055	181.16310
4.61710100	0.054580	12.240	181.47300
4.46563300	0.053260	14.572	181.48093
4.79478130	0.062770	18.282	182.43351
3.95162050	0.052900	11.938	182.43442
3.76483270	0.047380	13.675	182.43442
52.50113000	0.302500	12.834	182.75225
2.22525770	0.032110	10.593	183.38791
4.09850300	0.048390	11.646	184.02357
3.76482500	0.047300	13.675	184.33400
4.00723200	0.053870	19.089	184.34048
4.20474000	0.052500	14.123	184.34140
3.58524670	0.046040	13.249	184.34140
3.76482500	0.047300	13.675	184.34140
4.41194000	0.057100	15.020	184.34140
4.45724300	0.060760	19.392	184.65923
3.58524670	0.046040	13.249	184.97706
4.31767820	0.052100	13.675	185.29489
2.89973600	0.038420	10.615	185.61272
3.31284600	0.044930	10.862	185.93055
3.53273130	0.046980	12.980	186.87600
4.09849000	0.041900	11.982	187.20187
4.31767820	0.052400	13.675	187.51000
3.71302030	0.048530	13.047	187.51200
3.52250470	0.048500	15.480	187.51970
3.52249910	0.047400	15.872	187.51970
2.89973600	0.038660	9.270	187.83000
3.04404990	0.040590	13.585	188.15536
3.75209748	0.051650	15.782	188.15536
2.66341600	0.028200	11.561	188.15536
3.37041810	0.044600	15.648	188.47225
2.61586400	0.036160	11.030	188.47319
2.68432850	0.035850	13.361	189.10100
2.89973838	0.038780	10.211	189.10885
3.85377680	0.047530	15.020	189.10885
2.61585922	0.036650	11.422	189.10885
3.58523130	0.046280	14.841	189.42573
2.89970300	0.038820	10.077	189.42668
2.61585922	0.036730	11.422	189.73700
3.71302030	0.048550	13.047	189.74451
3.76483270	0.048190	13.978	190.06234
3.54387000	0.050900	17.609	190.37200
2.89970300	0.038940	9.976	190.38017
4.61710100	0.056140	12.240	190.38017
3.37265000	0.044900	13.899	190.69800
4.32479900	0.060430	18.921	191.33366
3.52254000	0.048300	15.906	191.64300
7.34071100	0.078130	10.761	191.96932
2.68432850	0.035820	13.361	192.60498
3.69364110	0.049880	18.528	192.60498
2.89973600	0.038990	10.077	193.55847
4.07643260	0.050400	14.202	194.82881
4.29864320	0.051630	14.123	194.82979
3.25892630	0.040970	11.209	194.82979
3.37772800	0.042940	12.543	195.14664
4.45724300	0.060800	19.392	195.45700
3.03958240	0.039980	11.433	195.78328
20.35847252	0.120800	10.550	196.00000
3.53273064	0.048900	13.440	196.10111
3.10127800	0.043400	14.011	197.04600
3.03957700	0.040000	11.430	197.05000
3.52390000	0.046000	15.920	197.05000
3.90149710	0.050500	16.432	197.05361
4.09850700	0.049860	13.406	198.00809
3.25721500	0.043400	13.585	198.95300
4.46562910	0.055800	14.964	199.27941
34.55600000	0.206900	11.290	200.00000
3.52500000	0.046700	14.240	200.22000
7.34071100	0.078100	10.760	200.22000
40.74976000	0.249000	11.063	200.23190
4.57763480	0.060070	17.598	200.23290
3.91624300	0.056200	18.271	200.23290
4.94278090	0.057050	10.761	201.18639
3.23470200	0.044380	13.103	201.18639
3.69364110	0.049870	18.528	202.13100
3.25721500	0.043370	13.585	202.45771
2.82309300	0.038800	11.467	203.09235
8.00196800	0.085400	11.153	203.41018
7.18585000	0.073000	11.209	203.41018
24.13990000	0.171900	9.729	203.41018
2.83891856	0.037720	11.769	204.36469
2.83891856	0.037690	11.769	204.68252
3.23469940	0.044480	13.103	205.63601
5.17500730	0.056490	10.839	206.58846
3.30238810	0.047350	19.616	206.58950
3.05652540	0.044490	14.280	206.90733
4.60587490	0.054750	14.022	207.54299
49.25190000	0.249000	10.133	208.81326
3.46550900	0.048230	14.123	209.13214
3.03958600	0.040300	11.635	209.75900
4.94278200	0.057140	10.760	209.76000
3.47447400	0.049950	18.898	209.76780
29.02000000	0.158700	12.890	209.76780
3.33268700	0.044300	14.359	210.39500
3.56082900	0.047080	12.924	210.40346
2.59261842	0.027090	11.400	211.35589
4.84532000	0.052300	14.572	211.99155
3.73949400	0.046660	13.126	211.99261
3.23469960	0.048520	14.617	212.31044
3.50619500	0.042300	11.904	212.31044
3.23472300	0.045670	14.830	212.61900
3.66002800	0.051000	16.701	212.94503
29.09031200	0.152500	11.097	212.94503
1.52275959	0.018450	8.474	212.94503
3.05653600	0.044380	14.280	213.25500
2.83897100	0.038600	10.267	213.57300
3.18107810	0.041310	13.384	213.58176
5.72339000	0.066690	12.408	214.85308
4.16627390	0.052500	15.681	215.80657
7.34071800	0.084000	14.800	216.12000
5.61653100	0.066000	15.805	216.12332
2.15000820	0.033970	22.194	216.12440
3.05651950	0.044650	14.986	216.12440
3.05653600	0.044600	14.235	216.12440
3.10127800	0.045160	19.279	216.12440
3.67724000	0.051060	14.146	216.12440
3.52474859	0.047070	15.233	216.76006
3.35524000	0.046500	13.922	217.70400
3.52474600	0.047070	15.233	217.70400
3.35524640	0.046500	14.751	217.71355
8.52349620	0.077500	10.940	218.34921
2.15484802	0.026300	11.142	218.98377
3.50000000	0.047000	15.700	219.29000
8.52349648	0.077800	10.720	220.00000
8.52348650	0.077100	10.559	220.56500
8.52348650	0.077100	10.559	220.57402
4.94278200	0.058300	14.448	221.20968
3.03006973	0.039260	11.960	221.52751
224.77833000	0.751000	7.084	222.47988
3.20866400	0.048820	16.141	222.47988
2.15484900	0.027000	11.321	222.47988
4.18762440	0.055110	14.415	222.48100
3.16157500	0.043130	14.796	222.79883
9.20205000	0.090250	13.339	223.43449
3.17435160	0.043540	13.171	224.38798
2.86414240	0.044210	15.390	225.34147
3.57878060	0.047000	10.760	225.65000
4.03970900	0.049300	15.278	225.65817
2.81059500	0.041900	15.020	225.96800
3.52474859	0.047470	15.468	226.93062
10.60057000	0.098000	12.870	227.00000
2.49938700	0.036000	13.720	228.00000
3.16157500	0.043170	14.796	228.82800
9.20205000	0.090000	13.340	228.83000
2.68432848	0.039600	13.450	228.83000
3.35524790	0.046510	13.922	229.79109
2.29840551	0.029960	12.016	230.10892
2.71647620	0.039080	16.018	231.69807
3.17748350	0.044690	13.047	232.01474
3.33268700	0.044450	14.359	232.01590
3.25883210	0.042170	13.339	232.01590
9.20205000	0.091200	13.002	232.33373
1.75222390	0.023400	12.993	232.33373
2.81060840	0.041900	16.466	232.96939
1.64532100	0.028600	17.295	233.92288
4.51116400	0.063000	17.878	235.19420
2.81059500	0.041900	15.020	237.10118
3.92281072	0.052870	15.614	238.05467
3.03006500	0.039300	12.110	238.36000
2.15000825	0.034270	20.053	238.37250
3.67724000	0.051050	14.146	238.37250
3.27623000	0.044100	12.330	238.68913
3.03006500	0.039250	11.960	238.99800
2.54417650	0.037000	11.377	239.32479
3.79984700	0.041170	10.581	241.55080
2.54418280	0.037630	11.960	241.55080
2.64532350	0.037720	12.027	241.86742
3.92281400	0.052900	15.693	241.86863
3.03007280	0.039460	12.319	241.86863
3.47447400	0.049900	18.898	242.17600
3.24253000	0.039100	13.899	242.82090
5.72339000	0.066500	11.926	243.77561
3.34887020	0.046390	15.805	244.09344
48.36685000	0.305000	11.276	246.00042
5.72318600	0.066700	12.408	247.26100
3.92281400	0.052900	15.468	247.27174
3.92289000	0.053000	15.690	247.90000
4.01444770	0.046890	11.781	247.90740
2.97208600	0.043630	17.822	248.86089
2.25544770	0.035240	12.173	251.40353
2.88071980	0.040360	13.260	252.35576
2.69404700	0.042580	18.887	252.67485
2.57618400	0.029490	11.920	254.00000
2.69404700	0.042600	18.887	254.25300
5.14787800	0.065300	18.383	254.26400
2.17467420	0.034800	16.376	255.85315
5.41608100	0.061120	12.621	256.17098
3.91405000	0.046400	9.976	257.43100
6.24658000	0.073100	15.323	257.44230
2.64729800	0.032600	14.908	258.07796
3.69152240	0.046700	14.818	259.66581
2.75359530	0.036960	11.310	259.66711
2.17517630	0.034880	17.822	259.66711
2.75359530	0.036940	11.310	259.98494
8.60077000	0.075000	10.761	260.61929
2.98876150	0.041450	13.641	260.61929
4.33454000	0.053540	15.278	260.61929
3.10516100	0.044970	16.825	260.93843
1.91530730	0.030480	11.938	261.57409
95.27380000	0.402700	11.624	262.52758
2.13774450	0.034430	15.737	262.52758
2.96264000	0.036000	12.330	263.79000
2.45454670	0.035150	13.574	263.79758
3.11860680	0.041500	13.653	264.43456
1.91530730	0.030480	11.938	266.02371
95.27380000	0.407000	11.770	266.97000
8.60015360	0.094800	22.310	266.97000
2.85057000	0.039000	10.088	266.97720
4.62941000	0.058600	16.365	266.97720
95.27265600	0.402100	11.949	266.97720
3.31392000	0.048000	16.141	266.97720
20.27303400	0.136700	12.498	266.97720
2.05286800	0.034700	17.150	266.97720
3.66238660	0.052100	20.400	267.93069
95.27265600	0.402900	11.949	268.88418
2.51994529	0.038890	16.242	268.88418
2.15222144	0.030330	11.691	269.20201
2.15222144	0.030330	11.691	269.20201
2.96264000	0.035710	12.330	269.51984
4.33454010	0.054300	15.222	270.15415
3.66239200	0.051900	17.150	270.15415
2.85057000	0.038600	10.088	270.15550
3.61916130	0.046140	16.926	270.15550
8.60015360	0.094900	22.306	270.15550
3.66239200	0.051900	17.150	270.15550
10.18024900	0.090300	11.882	270.47333
2.91626000	0.042700	14.359	271.09800
2.51994540	0.038890	16.623	271.41500
3.89905200	0.053500	16.870	271.74465
3.11860090	0.042100	11.300	272.00000
7.91958500	0.069700	8.687	272.38031
3.24406000	0.045500	20.849	272.69814
2.15000800	0.034300	20.053	273.32200
3.12899200	0.045210	15.984	273.33380
3.20466000	0.046000	14.572	273.33380
2.51996100	0.038980	16.634	273.33380
2.17517300	0.036700	23.091	273.33380
7.91958500	0.069700	8.687	274.27600
2.15222540	0.030700	12.072	275.24078
3.24406000	0.045710	20.849	275.55861
2.42381200	0.034430	10.985	275.55861
2.42380400	0.034530	12.330	276.51210
2.82805268	0.039200	15.065	277.46559
3.55394500	0.049650	20.288	278.73691
2.42381330	0.034740	12.778	279.05474
2.94443000	0.037000	10.783	279.37257
6.24658000	0.072000	15.513	279.68000
2.15222600	0.030700	10.705	279.68000
4.33454010	0.055390	15.155	279.68900
4.64187800	0.057500	14.348	279.69040
3.37796000	0.047800	18.383	279.69040
5.00377750	0.066080	19.851	279.69040
2.15222144	0.030920	11.915	279.69040
2.91623830	0.042700	14.359	280.64389
2.94442560	0.037600	10.783	280.95000
33.64800000	0.197100	9.079	281.27955
2.82804200	0.039400	15.132	281.91521
2.42380390	0.034730	12.778	282.53900
3.40883495	0.044200	13.664	282.54945
2.17517632	0.036200	19.055	282.85700
5.01718000	0.056100	15.360	282.86000
2.51995000	0.038200	21.633	282.86870
1.76903810	0.026100	10.088	282.86870
3.12899200	0.045200	15.984	283.49200
1.80988198	0.033000	20.781	284.13860
3.55392680	0.050200	19.448	285.09351
3.40884000	0.044500	15.177	285.71700
2.91623830	0.043830	16.668	285.72917
2.97764120	0.042630	14.773	285.72917
5.01718000	0.056200	15.356	285.72917
3.66238660	0.053500	23.430	286.03000
1.21190000	0.022500	14.572	286.04700
3.40926400	0.048000	13.899	286.04700
3.94153400	0.048800	14.572	286.04700
2.98959320	0.043170	19.044	286.68266
2.91623820	0.043100	16.668	287.95398
3.40883000	0.044650	13.597	287.95398
2.14363544	0.033200	15.650	288.00000
3.40883000	0.044690	13.597	288.26000
3.11860680	0.042200	11.299	288.58964
1.80988158	0.033040	20.681	289.22385
3.32944100	0.046130	16.175	289.22530
3.94150685	0.049300	13.518	290.17879
2.15226000	0.031380	12.520	290.48400
2.15222600	0.031380	12.005	290.80200
2.82804200	0.040130	16.141	290.81445
2.82804200	0.040160	16.140	291.43800
3.55392460	0.050840	19.123	291.45011
2.51996100	0.039570	16.970	291.76794
3.94153400	0.049280	13.518	291.76794
3.55394500	0.050910	20.165	292.07300
3.05240100	0.040200	13.451	292.39100
3.94150685	0.049000	13.563	292.39100
3.82408010	0.051300	16.287	292.40213
2.81265480	0.040240	14.000	292.40360
3.55394500	0.050920	19.627	292.40360
1.80988600	0.033000	20.512	292.40360
4.20420010	0.054120	14.022	292.72143
2.96264036	0.037620	12.823	293.03926
3.94151280	0.049440	13.518	293.67492
3.55394500	0.051050	19.986	293.99128
2.15222163	0.031400	12.005	293.99275
5.84264100	0.068400	15.020	294.62693
1.72086120	0.029610	14.852	294.62841
3.40883870	0.044640	14.011	294.62841
6.56918800	0.068000	13.563	295.58042
2.49970000	0.035000	12.218	295.58190
2.15217500	0.031440	12.117	295.89973
2.25525100	0.033020	14.830	298.12454
1.72086123	0.029590	14.852	298.43000
394.62508000	1.137000	8.082	298.75870
2.12257350	0.033190	19.840	298.75870
3.05240400	0.040000	13.227	298.76020
2.10616070	0.031660	16.029	299.07803
1.72086040	0.028970	15.031	299.07803
3.05240100	0.040220	13.451	299.07803
118.37774000	0.462000	3.660	300.00000
2.13775000	0.037050	17.486	300.03152
2.51994480	0.039580	16.970	301.30284
5.08429800	0.062060	13.900	301.93000
5.03162300	0.067080	19.952	301.93850
10.62656000	0.092000	11.994	301.93850
2.13775000	0.037000	17.486	301.93850
4.37808100	0.057900	15.110	304.16179
5.08429800	0.062190	13.899	304.16331
98.29838000	0.408000	10.402	305.11527
3.05665270	0.040260	13.529	305.11680
4.90889700	0.065620	18.820	305.11680
4.95464160	0.061700	14.908	305.11680
4.95464160	0.061900	15.278	305.11680
4.95465800	0.061800	10.256	305.11680
3.12608900	0.039630	10.604	306.38812
18.24900000	0.159000	14.460	308.29510
125.63243000	0.498800	8.373	308.29510
3.71307650	0.043890	11.142	308.92921
8.35038100	0.070980	16.814	309.56642
1.96229325	0.031850	18.114	309.88270
3.05240154	0.041000	13.204	310.51991
11.91010000	0.095640	11.321	310.83618
2.14363400	0.034440	18.719	311.46000
3.24607500	0.045600	13.081	311.47184
2.51994640	0.039200	16.735	311.47340
9.38755000	0.090400	14.011	311.47340
4.95464160	0.062400	15.401	311.47340
3.24672930	0.044600	12.218	311.79123
2.14363592	0.034400	18.719	312.74472
5.33175100	0.068640	13.888	314.65170
3.06529070	0.044030	13.540	314.65170
3.24672930	0.044600	12.220	317.82000
4.93777000	0.057410	2.740	317.83000
5.74814500	0.062800	10.424	317.83000
5.36775300	0.066300	12.890	317.83000
3.12609600	0.040500	11.119	318.46566
3.12608760	0.040540	13.002	318.78349
3.12608760	0.040540	13.002	320.04100
1.68965000	0.030600	12.890	320.99000
3.97910000	0.051000	12.666	320.99500
20.27299140	0.141500	11.803	321.00669
1071.23205000	1.883000	10.160	321.00669
3.30895800	0.052080	17.318	323.23311
6.56930000	0.059100	12.274	323.86877
3.24674000	0.045500	13.900	324.17000
9.08851600	0.081300	12.599	324.18498
2.75660000	0.040000	14.796	324.18498
2.78847360	0.040730	14.056	324.18660
2.75659720	0.039660	13.630	324.18660
114.73635000	0.481000	13.490	324.20000
8.35023100	0.071910	13.320	325.69000
2.75660040	0.039850	14.359	326.71500
3.31186440	0.044000	9.980	327.35000
3.67724000	0.051000	15.244	327.35100
1.50896860	0.025360	17.385	327.36490
4.21808960	0.057980	12.274	327.36490
3.24672200	0.045700	13.451	327.36490
2.14363400	0.034490	18.719	327.68273
2.75659720	0.039970	14.796	329.90754
2.89897270	0.042100	18.495	330.54154
4.64187800	0.057500	14.348	331.80100
4.18775581	0.048740	12.431	332.45018
3.64670600	0.049800	14.930	334.97900
3.64670600	0.049780	14.930	335.62848
3.85298500	0.052350	14.908	335.93200
1.90231289	0.030100	10.077	335.94463
8.35018980	0.073100	13.000	336.00000
4.18775700	0.048800	12.431	336.56800
3.85298500	0.052370	14.908	336.58197
2.78849100	0.040750	14.120	336.89000
2.78849100	0.040710	14.056	336.89980
3.97910000	0.052050	16.477	336.89980
2.34122170	0.036070	14.572	336.89980
3.85300300	0.052440	15.637	337.85329
2.76676410	0.038150	11.646	339.76027
2.48419300	0.037500	14.235	340.06000
1.50897655	0.025900	15.917	340.07810
3.97910000	0.052050	16.477	340.07810
3.54785100	0.048500	15.480	340.38200
2.34121242	0.036510	14.571	340.38200
2.76676410	0.038150	11.646	340.39593
3.54785100	0.048500	15.480	340.39593
2.48419300	0.037510	14.235	341.03159
3.31186440	0.043650	9.976	341.98508
1.63075700	0.019900	11.600	343.00000
1.43247580	0.022990	12.218	343.25640
4.95464160	0.061880	15.278	344.20989
3.81862440	0.050400	10.985	344.52772
4.18775700	0.049400	12.207	344.52772
1.42003300	0.023430	13.047	346.42000
3.89713000	0.051200	13.339	346.43470
1.70629100	0.026900	11.545	346.43470
2.20000000	0.031000	12.300	349.60000
3.22748000	0.042900	18.831	349.61125
3.27971780	0.044350	14.067	349.61125
3.54785100	0.048520	15.480	349.61300
17.85518200	0.154000	13.787	349.61300
3.85300300	0.052390	14.908	351.51998
2.34122170	0.036350	14.605	352.47347
3.89713000	0.051800	14.460	352.78000
3.24431410	0.046110	13.137	352.78953
1.01870680	0.018550	15.278	355.96960
2.21857520	0.031000	12.756	356.92309
2.18467300	0.034160	13.560	359.13000
1.50895570	0.026100	16.589	359.14790
3.10127800	0.043500	14.011	359.14790
1.36414864	0.023980	18.495	360.09959
4.15913990	0.052000	12.890	362.31100
2.21857300	0.030990	12.756	363.58200
2.21900000	0.031300	14.120	365.49000
4.61741410	0.063110	16.119	365.50267
2.21857578	0.031420	12.902	365.50450
4.18773200	0.050800	12.890	365.50450
3.89713000	0.051660	14.460	367.09365
1.27492504	0.025960	19.649	367.72747
40.20000000	0.240900	8.239	368.68095
2.17642300	0.034500	13.563	368.68280
2.21857700	0.031060	12.543	370.58978
2.79743600	0.037900	13.204	371.52800
4.12688000	0.056800	16.141	371.86110
1.68986800	0.030290	14.011	371.86110
1.68986531	0.030260	13.776	371.86110
1.33823162	0.022870	14.908	371.86110
1.68986800	0.030350	13.450	375.02000
3.11999900	0.042890	23.539	375.03752
2.87175180	0.045500	17.598	375.03940
2.08454350	0.031380	14.415	375.03940
1.27492550	0.025440	20.905	375.99289
1.33823147	0.022600	14.807	376.94638
2.10319365	0.036400	16.197	377.00000
4.18775580	0.051500	12.780	378.20000
2.79744710	0.037910	13.798	378.21770
1.54073100	0.023400	11.310	378.21770
2.54955510	0.037270	13.787	378.85336
7.71305700	0.078700	3.000	379.00000
1.71005880	0.029560	17.038	380.12468
2.47061317	0.036700	13.978	380.44251
2.47063000	0.035560	14.258	381.10000
2.79743600	0.037930	13.204	381.39600
2.47063000	0.035580	13.720	381.39600
2.47061892	0.035630	13.305	382.03166
2.18467300	0.034150	13.563	382.66732
4.16071000	0.052000	12.900	383.00000
2.47061323	0.035670	13.372	383.30298
2.47061337	0.035570	13.720	385.20996
5.33175000	0.069000	14.199	387.00000
4.23130600	0.058000	16.690	387.75260
3.63443300	0.049400	12.218	387.75260
1.57329180	0.026520	14.247	388.07043
1.82099930	0.031990	16.410	388.38826
1.50896820	0.027520	19.223	390.93090
1.43247425	0.022650	12.195	390.93090
2.49979000	0.036300	15.693	390.93090
11.55098000	0.101200	9.976	390.93090
2.18055770	0.035300	18.405	392.83788
11.23660000	0.103800	13.115	392.83788
1.33823187	0.023120	15.838	393.13900
1.33823150	0.023070	15.211	393.15571
1.43247570	0.022780	12.453	394.10920
2.70578200	0.044700	18.719	394.10920
1.33823144	0.023180	15.289	396.96967
2.70578500	0.044800	19.170	397.27000
1.33822990	0.023200	15.031	397.28750
2.47061010	0.036350	14.135	398.24099
1.43247520	0.022890	12.251	400.44900
2.65567770	0.039000	13.899	402.05495
1.75541370	0.029200	12.745	403.00844
3.52563254	0.043300	12.110	403.63000
1.01870680	0.018560	15.278	403.64410
1.57329180	0.026480	14.247	403.94500
1.75541370	0.029180	12.745	404.26300
1.42002406	0.022980	12.733	405.23325
2.73477490	0.044150	17.183	406.82240
3.52563254	0.043310	12.106	406.82240
2.47063000	0.036700	13.899	406.82240
1.71005660	0.030050	19.537	408.09372
141.83402500	0.551600	11.814	408.72733
1.33823150	0.023290	15.368	409.68287
3.58622020	0.050710	13.809	410.00070
5.81760800	0.055800	10.424	410.00070
1.42002586	0.023130	12.801	410.95419
1.42002420	0.023320	12.812	411.27202
1.21190900	0.023860	13.451	413.17900
4.23370000	0.055900	14.572	413.17900
4.03519000	0.051000	9.920	415.70400
2.51672900	0.036230	11.433	416.03947
3.08017160	0.048810	17.094	416.35730
4.03519000	0.051000	14.034	416.99296
2.07276000	0.033030	12.670	419.52000
75.12375000	0.332000	11.310	419.53350
1.43247570	0.022900	12.218	419.53560
1.42002504	0.023430	13.227	419.85343
2.51672900	0.036200	11.433	420.47100
2.07276000	0.033050	12.666	420.48909
1.42002504	0.023430	13.227	422.71390
4.03519000	0.051070	9.920	423.03173
16.25461100	0.130800	8.709	425.25654
2.79858100	0.037000	11.545	425.89220
1.35413300	0.023000	13.092	427.46300
3.12201090	0.045300	14.437	429.07050
1.43250000	0.022800	12.106	429.07050
3.07634580	0.044960	16.814	430.34182
3.12201090	0.045270	14.437	431.93097
8.98580000	0.081000	3.400	432.23000
1.43247425	0.022900	12.251	432.24880
2.18053539	0.035580	16.197	433.20012
2.18053332	0.035520	16.062	434.15360
7.79430132	0.076900	18.490	435.41000
1.35413379	0.023170	12.576	435.42492
3.08762620	0.036070	13.058	436.69623
1.21191096	0.019420	15.446	441.76500
1.21191890	0.023830	15.278	441.77000
1.09142090	0.023120	20.456	441.78370
1.09142300	0.022900	20.100	448.00000
1.21191096	0.024530	19.436	448.14030
3.34484120	0.054500	21.745	448.14030
2.62666570	0.040400	17.396	451.31860
1.09142220	0.023090	20.456	454.49690
3.80161220	0.052220	13.574	457.67291
2.47061320	0.036700	13.955	457.67520
2.47061320	0.035030	13.025	457.67520
2.21674210	0.037110	14.235	459.58218
86.64766100	0.382000	10.540	460.83000
1.60917880	0.030320	18.887	460.85350
1.73185606	0.023840	11.568	464.02947
1.95509380	0.029450	12.924	464.03180
1.65114400	0.027340	11.433	464.98529
1.09142000	0.023200	21.712	465.62095
1.95509590	0.029450	12.924	466.55500
1.95510000	0.029300	13.070	466.82870
2.16051560	0.033970	20.849	467.21010
1.09142030	0.023400	21.297	467.21010
2.73253210	0.042110	17.901	467.21010
2.70339040	0.041220	15.076	469.41500
1.96162410	0.031600	14.773	469.43491
2.70339000	0.041230	15.076	469.75274
1.96162410	0.031590	14.773	471.65972
9.95581000	0.099400	11.859	473.56433
5.91230000	0.062000	3.600	479.90000
5.21535700	0.066100	15.468	479.92330
1107.59230000	2.720500	11.874	483.00000
3.07637760	0.048700	16.810	483.08000
4.12502000	0.054750	14.460	483.41943
4.11379120	0.054960	14.415	483.71700
4.11379100	0.054970	14.460	485.32641
1.35413300	0.022980	13.092	486.27990
10.33111000	0.097000	11.097	486.27990
4.14197710	0.050640	12.588	489.45575
